chain,category,item_name,calories,protein_g,carbs_g,fat_g,serving_size,serving_g,sodium_mg,fiber_g,sugar_g,sat_fat_g,trans_fat_g,cholesterol_mg,is_sample_data,source_note,calories_from_fat,caffeine_mg
Panera Bread,Pastries & Sweets,Pastry - Chocolate Croissant,410,7,51,20,1 Croissant,,330,2,17,13,0.5,40,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",180,
Panera Bread,Pastries & Sweets,Cookie - Chocolate Coconut Macaroon,190,3,23,10,1 macaroon,,95,3,18,8,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",90,
Panera Bread,Pastries & Sweets,Cookie - Coconut Macaroon,180,3,24,9,1 macaroon,,105,2,19,8,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",80,
Panera Bread,Pastries & Sweets,Cookie - Heart Shaped Shortbread,400,4,46,22,1 Cookie,,190,1,16,14,0,25,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",200,
Panera Bread,Pastries & Sweets,Cookie - Tulip Shaped Shortbread,410,4,48,23,1 Cookie,,200,1,16,15,0,25,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",210,
Panera Bread,Pastries & Sweets,Pastry - Cranberry Orange Loaf Slice - Naturally Flavored,380,6,61,12,1 Slice,,290,3,33,9,0,50,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",110,
Panera Bread,Pastries & Sweets,Cookie - Dubai Style Chocolate Pistachio,220,4,25,13,1 Cookie,,65,2,14,5,0,30,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",120,
Panera Bread,Pastries & Sweets,Cinnamon Roll,580,7,97,18,1 Roll,,420,2,62,10,0,40,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",160,
Panera Bread,Pastries & Sweets,Cookie - Kitchen Sink,810,7,100,42,1 Cookie,,840,3,56,26,1,65,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",380,
Panera Bread,Pastries & Sweets,Pastry - Lil' Lemon Bundt Cake - Naturally Flavored,330,3,43,15,1 bundt cake,,150,0,30,2.5,0,30,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",130,
Panera Bread,Pastries & Sweets,Mini - Brownie,130,2,17,6,1 Mini Brownie,,60,1,13,2,0,30,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",50,
Panera Bread,Pastries & Sweets,Mini Cookie - Candy,110,1,16,5,1 Mini Cookie,,75,0,9,2.5,0,15,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",45,
Panera Bread,Pastries & Sweets,Mini Cookie - Oatmeal Raisin with Berries,90,1,14,3,1 Cookie,,50,1,8,1.5,0,10,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",30,
Panera Bread,Pastries & Sweets,Mini Scone - Orange,180,3,26,7,1 mini scone,,290,1,13,4.5,0,25,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",60,
Panera Bread,Pastries & Sweets,Cookie - Oatmeal Raisin with Berries,340,4,55,12,1 Cookie,,190,3,33,6,0,40,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",110,
Panera Bread,Pastries & Sweets,Scone - Orange,550,8,77,21,1 Scone,,860,2,39,13,1,80,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",190,
Panera Bread,Pastries & Sweets,Pastry - Almond,470,10,54,24,1 Pastry,,280,3,21,11,0.5,60,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",220,
Panera Bread,Pastries & Sweets,Pastry - Cherry,330,6,53,11,1 Pastry,,300,2,24,6,0,35,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",100,
Panera Bread,Pastries & Sweets,Pastry - Pecan Braid,450,7,51,25,1 Pastry,,160,3,23,9,0,25,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",220,
Panera Bread,Pastries & Sweets,Cookie - Petite Chocolate Chipper,100,1,13,4.5,1 Cookie,,85,0,8,2.5,0,10,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",40,
Panera Bread,Salads & Stuffers,Green Goddess Cobb with Chicken Salad Stuffer,600,29,61,26,1 Stuffer,,1580,5,11,4.5,0,140,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",240,
Panera Bread,Salads & Stuffers,Asian Sesame Chicken - Half,260,15,17,15,1/2 Salad,,950,3,5,2,0,35,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",140,
Panera Bread,Salads & Stuffers,Asian Sesame Chicken- Half (no nuts),220,13,16,12,1/2 Salad,,950,2,4,1.5,0,35,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",100,
Panera Bread,Salads & Stuffers,Asian Sesame Chicken - Whole,530,29,35,31,1 Salad,,1900,6,9,4,0,70,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",280,
Panera Bread,Salads & Stuffers,Asian Sesame Chicken - Whole (no nuts),440,26,32,23,1 Salad,,1900,5,9,3.5,0,70,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",210,
Panera Bread,Salads & Stuffers,Balsamic Chicken Greens with Grains Salad - Half,350,17,30,19,1/2 Salad,,1130,4,10,4,0,45,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",170,
Panera Bread,Salads & Stuffers,Balsamic Chicken Greens with Grains Salad - Whole,700,34,59,38,1 Salad,,2260,9,20,8,0,85,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",340,
Panera Bread,Salads & Stuffers,Balsamic Greens with Grains Salad - Half,280,6,27,18,1/2 Salad,,520,4,9,3.5,0,10,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",160,
Panera Bread,Salads & Stuffers,Balsamic Greens with Grains Salad - Whole,570,12,54,35,1 Salad,,1040,9,18,7,0,15,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",320,
Panera Bread,Salads & Stuffers,Caesar Salad - Half,280,6,11,23,1/2 Salad,,530,2,3,6,0,40,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",210,
Panera Bread,Salads & Stuffers,Caesar Salad - Whole,560,12,21,46,1 Salad,,1060,4,7,12,0.5,80,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",410,
Panera Bread,Salads & Stuffers,Caesar with Chicken Salad - Half,350,17,13,24,1/2 Salad,,1140,2,4,6,0,75,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",220,
Panera Bread,Salads & Stuffers,Caesar with Chicken Salad - Whole,700,34,26,48,1 Salad,,2290,4,8,13,0.5,150,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",430,
Panera Bread,Salads & Stuffers,Fuji Apple Chicken Salad - Half,350,14,24,22,1/2 Salad,,890,3,16,4,0,40,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",200,
Panera Bread,Salads & Stuffers,Fuji Apple Chicken Salad without pecans - Half,300,13,23,17,1/2 Salad,,890,2,16,3.5,0,40,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",150,
Panera Bread,Salads & Stuffers,Fuji Apple Chicken Salad - Whole,710,28,49,44,1 Salad,,1770,5,32,8,0,85,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",400,
Panera Bread,Salads & Stuffers,Fuji Apple Chicken Salad without pecans - Whole,600,26,47,34,1 Salad,,1770,4,31,7,0,85,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",310,
Panera Bread,Salads & Stuffers,Greek Salad - Half,310,4,9,30,1/2 Salad,,700,2,4,6,0,15,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",270,
Panera Bread,Salads & Stuffers,Greek Salad - Whole,630,8,17,59,1 Salad,,1400,5,7,12,0,30,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",540,
Panera Bread,Salads & Stuffers,Greek Salad with Chicken - Half,380,15,11,31,1/2 Salad,,1320,3,5,6,0,50,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",280,
Panera Bread,Salads & Stuffers,Greek Salad with Chicken - Whole,760,30,22,62,1 Salad,,2630,5,9,13,0,100,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",560,
Panera Bread,Salads & Stuffers,Green Goddess Cobb Salad with Chicken - Half,290,20,15,17,1/2 Salad,,990,4,8,3.5,0,140,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",150,
Panera Bread,Salads & Stuffers,Green Goddess Cobb Salad with Chicken - Whole,580,40,30,34,1 Salad,,1980,7,15,7,0,280,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",310,
Panera Bread,Salads & Stuffers,Mediterranean Chicken Greens with Grains Salad - Half,450,16,24,32,1/2 Salad,,1160,4,4,5,0,40,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",290,
Panera Bread,Salads & Stuffers,Mediterranean Chicken Greens with Grains Salad - Whole,900,33,47,64,1 Salad,,2330,7,8,11,0,85,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",580,
Panera Bread,Salads & Stuffers,Mediterranean Greens with Grains Salad - Half,380,5,21,31,1/2 Salad,,550,3,3,5,0,10,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",280,
Panera Bread,Salads & Stuffers,Mediterranean Greens with Grains Salad - Whole,760,11,42,62,1 Salad,,1100,7,6,10,0,15,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",560,
Panera Bread,Salads & Stuffers,Ranch Parm BLT Salad- Half,380,12,14,30,1/2 Salad,,950,2,6,9,0,45,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",270,
Panera Bread,Salads & Stuffers,Ranch Parm BLT Salad- Whole,750,24,29,61,1 Salad,,1900,4,11,17,0.5,85,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",550,
Panera Bread,Salads & Stuffers,Mediterranean Chicken Greens with Grains Salad Stuffer,840,24,66,52,1 Stuffer,,1810,5,6,8,0,40,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",470,
Panera Bread,Salads & Stuffers,Mediterranean Greens with Grains Salad Stuffer,770,13,63,51,1 Stuffer,,1200,5,5,8,0,10,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",460,
Panera Bread,Salads & Stuffers,Ranch Parm BLT Salad Stuffer,770,21,59,51,1 Stuffer,,1740,3,9,12,0.5,60,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",460,
Panera Bread,Salads & Stuffers,Santa Fe Chicken Salad Stuffer,740,24,65,43,1 Stuffer,,1930,5,13,8,0,75,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",390,
Panera Bread,Salads & Stuffers,Southwest Chicken Ranch Salad Stuffer,800,24,65,49,1 Stuffer,,1820,6,11,9,0,70,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",440,
Panera Bread,Salads & Stuffers,Steakhouse Ranch Salad Stuffer,830,30,60,52,1 Stuffer,,1890,4,10,12,1,100,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",470,
Panera Bread,Salads & Stuffers,Strawberry Poppyseed Chicken Salad Stuffer,450,21,69,10,1 Stuffer,,1250,5,20,1.5,0,35,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",90,
Panera Bread,Salads & Stuffers,Strawberry Poppyseed Chicken Salad Stuffer - No Pecans,400,20,68,5,1 Stuffer,,1250,5,19,1,0,35,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",45,
Panera Bread,Salads & Stuffers,Strawberry Poppyseed Salad Stuffer,380,10,66,9,1 Stuffer,,640,5,19,1,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",80,
Panera Bread,Salads & Stuffers,Strawberry Poppyseed Salad Stuffer - No Pecans,330,10,65,4,1 Stuffer,,640,5,19,0.5,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",35,
Panera Bread,Salads & Stuffers,Santa Fe Chicken Salad - Half,350,16,21,23,1/2 Salad,,1150,3,9,5,0,60,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",210,
Panera Bread,Salads & Stuffers,Santa Fe Chicken Salad - Whole,700,31,41,46,1 Salad,,2300,7,18,10,0,115,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",410,
Panera Bread,Salads & Stuffers,Southwest Chicken Ranch Salad - Half,400,15,20,29,1/2 Salad,,1040,5,7,5,0,55,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",260,
Panera Bread,Salads & Stuffers,Southwest Chicken Ranch Salad - Whole,800,30,41,59,1 Salad,,2080,10,14,10,0,110,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",530,
Panera Bread,Salads & Stuffers,Steakhouse Ranch Salad - Half,430,21,15,32,1/2 Salad,,1110,3,7,9,0.5,80,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",290,
Panera Bread,Salads & Stuffers,Steakhouse Ranch Salad - Whole,860,42,31,64,1 Salad,,2220,5,14,18,1,165,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",570,
Panera Bread,Salads & Stuffers,Strawberry Poppyseed Chicken Salad - Half,210,13,23,7,1/2 Salad,,740,4,15,1,0,35,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",60,
Panera Bread,Salads & Stuffers,Strawberry Poppyseed Chicken Salad without pecans- Half,150,13,22,2,1/2 Salad,,740,3,15,0,0,35,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",15,
Panera Bread,Salads & Stuffers,Strawberry Poppyseed Chicken Salad - Whole,410,27,46,14,1 Salad,,1480,7,31,1.5,0,70,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",130,
Panera Bread,Salads & Stuffers,Strawberry Poppyseed Chicken Salad without pecans- Whole,310,25,44,4,1 Salad,,1480,6,30,0.5,0,70,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",35,
Panera Bread,Salads & Stuffers,Strawberry Poppyseed Salad without pecans- Half,80,2,19,0.5,1/2 Salad,,125,3,14,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",5,
Panera Bread,Salads & Stuffers,Strawberry Poppyseed Salad without pecans- Whole,170,4,39,1.5,1 Salad,,250,6,28,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",10,
Panera Bread,Salads & Stuffers,Strawberry Poppyseed Salad - Half,140,2,20,6,1/2 Salad,,125,4,14,0.5,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",50,
Panera Bread,Salads & Stuffers,Strawberry Poppyseed Salad - Whole,270,5,41,12,1 Salad,,250,7,29,1,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",100,
Panera Bread,Salads & Stuffers,Asian Sesame Chicken Salad Stuffer,580,22,64,26,1 Stuffer,,1640,5,9,3.5,0,35,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",230,
Panera Bread,Salads & Stuffers,Asian Sesame Chicken Salad Stuffer - No Almonds,540,21,62,22,1 Stuffer,,1640,4,8,3.5,0,35,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",200,
Panera Bread,Salads & Stuffers,Balsamic Chicken Greens with Grains Salad Stuffer,680,25,79,30,1 Stuffer,,1860,6,19,5,0,45,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",270,
Panera Bread,Salads & Stuffers,Balsamic Greens with Grains Salad Stuffer,610,14,77,28,1 Stuffer,,1240,6,18,5,0,10,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",260,
Panera Bread,Salads & Stuffers,Caesar Salad Stuffer,650,14,53,39,1 Stuffer,,1190,3,6,9,0.5,65,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",350,
Panera Bread,Salads & Stuffers,Caesar with Chicken Salad Stuffer,710,25,56,40,1 Stuffer,,1800,3,7,9,0.5,100,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",360,
Panera Bread,Salads & Stuffers,Fuji Apple Chicken Salad Stuffer,700,21,74,34,1 Stuffer,,1450,4,25,6,0,40,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",310,
Panera Bread,Salads & Stuffers,Fuji Apple Chicken Salad Stuffer - No Pecans,640,21,73,29,1 Stuffer,,1450,3,24,5,0,40,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",260,
Panera Bread,Salads & Stuffers,Greek Salad Stuffer,700,12,51,50,1 Stuffer,,1350,4,5,9,0,15,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",450,
Panera Bread,Salads & Stuffers,Greek with Chicken Salad Stuffer,770,23,53,51,1 Stuffer,,1960,4,6,9,0,50,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",460,
Panera Bread,Sandwiches,Chicken Bacon Rancher on Black Pepper Focaccia Round - Half,470,26,37,24,1/2 Sandwich,,1200,2,2,8,0,85,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",220,
Panera Bread,Sandwiches,Chicken Bacon Rancher on Black Pepper Focaccia Round - Whole,940,52,74,48,1 Sandwich,,2390,4,5,16,0.5,175,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",430,
Panera Bread,Sandwiches,Mediterranean Veggie on Tomato Basil - Half,250,9,39,7,1/2 Sandwich,,650,3,5,2,0,10,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",60,
Panera Bread,Sandwiches,Mediterranean Veggie on Tomato Basil - Whole,500,18,77,14,1 Sandwich,,1300,6,9,3.5,0,15,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",130,
Panera Bread,Sandwiches,Toasted Italiano on Baguette - Half,640,30,58,32,1/2 Sandwich,,2110,2,2,10,0,80,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",290,
Panera Bread,Sandwiches,Toasted Italiano on Baguette - Whole,1280,60,116,64,1 Sandwich,,4230,5,5,20,0,160,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",580,
Panera Bread,Sandwiches,Asiago Bagel Stack Sandwich - Chicken Roma,570,30,59,24,1 Sandwich,,1000,3,6,9,0,90,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",220,
Panera Bread,Sandwiches,Asiago Bagel Stack Sandwich - Spicy Steak,600,38,61,22,1 Sandwich,,1350,3,6,12,0.5,95,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",200,
Panera Bread,Sandwiches,Bacon Turkey Bravo on Tomato Basil - Half,420,23,37,20,1/2 Sandwich,,1230,2,5,7,0,70,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",180,
Panera Bread,Sandwiches,Bacon Turkey Bravo on Tomato Basil - Whole,840,47,75,39,1 Sandwich,,2470,3,10,13,0.5,140,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",350,
Panera Bread,Sandwiches,Chipotle Chicken Avo Melt on Black Pepper Focaccia Round - Half,460,22,38,25,1/2 Sandwich,,1250,3,2,7,0,80,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",220,
Panera Bread,Sandwiches,Chipotle Chicken Avo Melt on Black Pepper Focaccia Round - Whole,920,43,76,50,1 Sandwich,,2490,7,5,14,0.5,160,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",450,
Panera Bread,Sandwiches,Ciabatta Cheesesteak - Half,530,26,47,27,1/2 Sandwich,,970,2,6,8,0,70,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",240,
Panera Bread,Sandwiches,Ciabatta Cheesesteak - Whole,1070,51,95,53,1 Sandwich,,1950,4,11,15,0,145,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",480,
Panera Bread,Sandwiches,Cranberry Walnut Chicken Salad on Country Rustic - Half,320,16,29,16,1/2 Sandwich,,410,2,6,2,0,40,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",150,
Panera Bread,Sandwiches,Cranberry Walnut Chicken Salad on Country Rustic - Whole,640,32,57,33,1 Sandwich,,830,4,11,3.5,0,80,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",290,
Panera Bread,Sandwiches,Grilled Cheese on Classic White Miche - Half,410,16,36,22,1/2 Sandwich,,1280,1,6,13,1,65,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",200,
Panera Bread,Sandwiches,Grilled Cheese on Classic White Miche - Whole,810,33,72,44,1 Sandwich,,2570,2,13,26,1.5,130,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",390,
Panera Bread,Sandwiches,Grilled Chicken & Avo BLT on Country Rustic Sourdough - Half,440,24,28,27,1/2 Sandwich,,800,3,2,8,0,90,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",240,
Panera Bread,Sandwiches,Grilled Chicken & Avo BLT on Country Rustic Sourdough - Whole,890,47,55,54,1 Sandwich,,1600,7,3,16,0,185,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",490,
Panera Bread,Sandwiches,Smokehouse BBQ Chicken on Artisan Ciabatta - Half,360,22,46,10,1/2 Sandwich,,1130,2,6,5,0,70,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",90,
Panera Bread,Sandwiches,Smokehouse BBQ Chicken on Artisan Ciabatta - Whole,730,44,91,21,1 Sandwich,,2250,4,12,10,0,140,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",180,
Panera Bread,Sandwiches,Spicy Fiesta Chicken on Ciabatta - Half,420,25,45,16,1/2 Sandwich,,910,3,3,8,0,80,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",140,
Panera Bread,Sandwiches,Spicy Fiesta Chicken on Ciabatta - Whole,840,51,90,31,1 Sandwich,,1830,6,6,15,0.5,160,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",280,
Panera Bread,Sandwiches,Toasted Caprese Focaccia - Half,330,15,42,12,1/2 sandwich,,710,2,7,7,0,30,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",110,
Panera Bread,Sandwiches,Toasted Caprese Focaccia - Whole,670,31,83,24,1 sandwich,,1430,4,14,14,0.5,60,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",210,
Panera Bread,Sandwiches,Toasted Frontega Chicken® on Black Pepper Focaccia - Half,390,20,37,18,1/2 Sandwich,,1190,2,3,5,0,70,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",160,
Panera Bread,Sandwiches,Toasted Frontega Chicken® on Black Pepper Focaccia - Whole,780,41,74,36,1 Sandwich,,2380,4,5,10,0.5,145,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",330,
Panera Bread,Sandwiches,Tomato Basil BLT on Tomato Basil Miche - Half,380,11,33,22,1/2 Sandwich,,800,2,3,4.5,0,30,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",200,
Panera Bread,Sandwiches,Tomato Basil BLT on Tomato Basil Miche - Whole,750,23,65,45,1 Sandwich,,1600,3,6,9,0,55,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",400,
